"1001","1001","3001","default","2015-03-23 16:14:45","2015-03-23 16:14:55","2015-03-23 16:16:24","99","89","NORMAL_CLEARING","aa1614b2-d134-11e4-b83a-85e03683d452","","1001","PCMU","PCMU"
"1001","1001","3001","default","2015-03-23 16:18:50","","2015-03-23 16:18:53","3","0","ORIGINATOR_CANCEL","3c24ac56-d135-11e4-b864-85e03683d452","","1001","",""
"1001","1001","3000","default","2015-03-23 16:19:00","2015-03-23 16:19:10","2015-03-23 16:25:05","365","355","NORMAL_CLEARING","422ddb72-d135-11e4-b875-85e03683d452","","1001","PCMU","PCMU"
"1001","1001","3000","default","2015-03-23 16:25:33","2015-03-23 16:25:43","2015-03-23 16:26:27","54","44","NORMAL_CLEARING","2cbb4ed6-d136-11e4-b885-85e03683d452","","1001","PCMU","PCMU"
"1001","1001","3000","default","2015-03-23 16:27:29","2015-03-23 16:27:39","2015-03-23 16:30:40","191","181","NORMAL_CLEARING","71e4427e-d136-11e4-b8a6-85e03683d452","","1001","PCMU","PCMU"
"1001","1001","3001","default","2015-03-23 16:30:51","2015-03-23 16:31:01","2015-03-23 16:31:35","44","34","NORMAL_CLEARING","e9f0e29a-d136-11e4-b8c8-85e03683d452","","1001","PCMU","PCMU"
"1001","1001","3000","default","2015-03-23 16:32:07","2015-03-23 16:32:17","2015-03-23 16:32:40","33","23","NORMAL_CLEARING","171e8006-d137-11e4-b8ea-85e03683d452","","1001","PCMU","PCMU"
"1001","1001","3001","default","2015-03-23 16:39:33","2015-03-23 16:39:43","2015-03-23 16:41:09","96","86","NORMAL_CLEARING","21082d8c-d138-11e4-b8fa-85e03683d452","","1001","PCMU","PCMU"
"1001","1001","3002","default","2015-03-23 16:41:47","2015-03-23 16:41:57","2015-03-23 16:42:29","42","32","NORMAL_CLEARING","71191a7a-d138-11e4-b91c-85e03683d452","","1001","PCMU","PCMU"
"1001","1001","3002","default","2015-03-23 16:55:07","2015-03-23 16:55:17","2015-03-23 17:04:01","534","524","NORMAL_CLEARING","4e0aa646-d13a-11e4-b93e-85e03683d452","","1001","PCMU","PCMU"
