"1002","1002","9664","default","2015-03-23 16:10:58","2015-03-23 16:11:08","2015-03-23 16:11:17","19","9","NORMAL_CLEARING","22dc7f04-d134-11e4-b813-85e03683d452","","1002","opus","opus"
"1002","1002","3001","default","2015-03-23 16:11:22","2015-03-23 16:11:32","2015-03-23 16:11:51","29","19","NORMAL_CLEARING","313c1a8c-d134-11e4-b827-85e03683d452","","1002","opus","opus"
"1002","1002","3001","default","2015-03-23 16:15:14","2015-03-23 16:15:24","2015-03-23 16:16:13","59","49","NORMAL_CLEARING","bbce13b2-d134-11e4-b84b-85e03683d452","","1002","opus","opus"
"1002","1002","3000","default","2015-03-23 16:18:40","2015-03-23 16:18:50","2015-03-23 16:25:02","382","372","NORMAL_CLEARING","368eb322-d135-11e4-b85b-85e03683d452","","1002","opus","opus"
"1002","1002","3000","default","2015-03-23 16:25:57","2015-03-23 16:26:07","2015-03-23 16:27:10","73","63","NORMAL_CLEARING","3ac81fcc-d136-11e4-b895-85e03683d452","","1002","opus","opus"
"1002","1002","3000","default","2015-03-23 16:28:19","2015-03-23 16:28:29","2015-03-23 16:30:37","138","128","NORMAL_CLEARING","8f49ee9a-d136-11e4-b8b7-85e03683d452","","1002","opus","opus"
"1002","1002","3000","default","2015-03-23 16:31:40","2015-03-23 16:31:50","2015-03-23 16:32:47","67","57","NORMAL_CLEARING","0758c1b8-d137-11e4-b8d9-85e03683d452","","1002","opus","opus"
"1002","1002","3002","default","2015-03-23 16:41:17","2015-03-23 16:41:27","2015-03-23 16:42:32","75","65","NORMAL_CLEARING","5f13b376-d138-11e4-b90b-85e03683d452","","1002","opus","opus"
"1002","1002","3002","default","2015-03-23 16:54:40","2015-03-23 16:54:50","2015-03-23 17:04:04","564","554","NORMAL_CLEARING","3e12388a-d13a-11e4-b92d-85e03683d452","","1002","opus","opus"
"1002","1002","3002","default","2015-03-23 17:18:37","2015-03-23 17:18:47","2015-03-23 17:19:50","73","63","NORMAL_CLEARING","9683e24a-d13d-11e4-b950-85e03683d452","","1002","opus","opus"
"1002","1002","3002","default","2015-03-23 17:20:57","2015-03-23 17:21:07","2015-03-23 17:29:16","499","489","NORMAL_CLEARING","e995ebc2-d13d-11e4-b961-85e03683d452","","1002","opus","opus"
"1002","1002","3002","default","2015-03-23 17:38:52","2015-03-23 17:39:02","2015-03-23 17:39:06","14","4","NORMAL_CLEARING","6a6d6f8e-d140-11e4-b973-85e03683d452","","1002","opus","opus"
"1002","1002","3002","default","2015-03-23 17:39:18","2015-03-23 17:39:29","2015-03-23 17:40:09","51","40","NORMAL_CLEARING","7a5ef7f0-d140-11e4-b984-85e03683d452","","1002","opus","opus"
"1002","1002","3302","default","2015-03-23 17:40:13","2015-03-23 17:40:23","2015-03-23 17:41:04","51","41","NORMAL_CLEARING","9aed6d76-d140-11e4-b995-85e03683d452","","1002","opus","opus"
"Outbound Call","1002","1002","default","2015-03-24 10:49:32","2015-03-24 10:49:37","2015-03-24 10:49:40","8","3","NORMAL_CLEARING","6666a370-d1d0-11e4-85db-2f2a3acdeb1e","","1002","opus","opus"
"1002","1002","900000","default","2015-03-24 10:52:11","2015-03-24 10:52:11","2015-03-24 10:52:11","0","0","NORMAL_CLEARING","c4dc0ae4-d1d0-11e4-85de-2f2a3acdeb1e","","1002","opus","opus"
"1002","1002","900000","default","2015-03-24 10:54:29","2015-03-24 10:54:29","2015-03-24 10:54:29","0","0","NORMAL_CLEARING","17155374-d1d1-11e4-85e2-2f2a3acdeb1e","","1002","opus","opus"
"1002","1002","900000","default","2015-03-24 10:59:09","2015-03-24 10:59:09","2015-03-24 11:00:55","106","106","NORMAL_CLEARING","bdd4c942-d1d1-11e4-85e6-2f2a3acdeb1e","","1002","opus","opus"
"1002","1002","900000","default","2015-03-24 11:02:44","2015-03-24 11:02:44","2015-03-24 11:03:29","45","45","NORMAL_CLEARING","3e50753a-d1d2-11e4-85f9-2f2a3acdeb1e","","1002","opus","opus"
"1002","1002","3001","default","2015-03-24 11:06:49","2015-03-24 11:06:59","2015-03-24 11:07:22","33","23","NORMAL_CLEARING","d05311fe-d1d2-11e4-8607-2f2a3acdeb1e","","1002","opus","opus"
"1002","1002","3001","default","2015-03-24 11:07:30","2015-03-24 11:07:40","2015-03-24 11:07:44","14","4","NORMAL_CLEARING","e85f8a02-d1d2-11e4-8618-2f2a3acdeb1e","","1002","opus","opus"
"1002","1002","3002","default","2015-03-24 11:19:24","2015-03-24 11:19:34","2015-03-24 11:19:57","33","23","NORMAL_CLEARING","921baa48-d1d4-11e4-8670-2f2a3acdeb1e","","1002","PCMU","PCMU"
"1002","1002","3002","default","2015-03-24 11:20:48","2015-03-24 11:20:58","2015-03-24 11:23:02","134","124","NORMAL_CLEARING","c440f4b0-d1d4-11e4-8681-2f2a3acdeb1e","","1002","PCMU","PCMU"
"1002","1002","3001","default","2015-03-24 11:23:28","2015-03-24 11:23:38","2015-03-24 11:24:02","34","24","NORMAL_CLEARING","23c62b94-d1d5-11e4-8692-2f2a3acdeb1e","","1002","PCMU","PCMU"
"1002","1002","3001","default","2015-03-24 11:25:19","2015-03-24 11:25:30","2015-03-24 11:26:22","63","52","NORMAL_CLEARING","65fd24f4-d1d5-11e4-86a3-2f2a3acdeb1e","","1002","PCMU","PCMU"
