"1002","1002","9664","default","2015-03-18 14:39:11","2015-03-18 14:39:21","2015-03-18 14:39:48","37","27","NORMAL_CLEARING","7ca86da8-cd39-11e4-b549-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 14:40:01","2015-03-18 14:40:28","2015-03-18 14:40:37","36","9","NORMAL_CLEARING","9a40e296-cd39-11e4-b55d-71d9050d1049","a047f026-cd39-11e4-b581-71d9050d1049","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 14:45:48","","2015-03-18 14:46:04","16","0","ORIGINATOR_CANCEL","695c6942-cd3a-11e4-b5ee-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 14:47:24","","2015-03-18 14:47:44","20","0","ORIGINATOR_CANCEL","a2a05aec-cd3a-11e4-b616-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 14:48:43","","2015-03-18 14:48:56","13","0","ORIGINATOR_CANCEL","d174e702-cd3a-11e4-b644-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 14:49:23","","2015-03-18 14:49:42","19","0","ORIGINATOR_CANCEL","e96ae1a4-cd3a-11e4-b66c-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 14:50:12","","2015-03-18 14:50:29","17","0","ORIGINATOR_CANCEL","0692a6ae-cd3b-11e4-b694-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 15:09:50","","2015-03-18 15:10:24","34","0","ORIGINATOR_CANCEL","c4de4c9c-cd3d-11e4-b6bf-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 15:11:54","","2015-03-18 15:12:14","20","0","ORIGINATOR_CANCEL","0ec072d6-cd3e-11e4-b6e7-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 15:21:29","2015-03-18 15:21:49","2015-03-18 15:22:02","33","13","NORMAL_CLEARING","653c77a8-cd3f-11e4-b712-71d9050d1049","7198155c-cd3f-11e4-b740-71d9050d1049","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 15:28:30","","2015-03-18 15:28:48","18","0","ORIGINATOR_CANCEL","6007d47a-cd40-11e4-b74a-71d9050d1049","","1002","",""
"1002","1002","1001","default","2015-03-18 15:29:58","2015-03-18 15:30:18","2015-03-18 15:30:21","23","3","NORMAL_CLEARING","9493b57e-cd40-11e4-b771-71d9050d1049","a0f8554a-cd40-11e4-b79f-71d9050d1049","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 15:30:36","","2015-03-18 15:31:16","40","0","ORIGINATOR_CANCEL","ababd552-cd40-11e4-b7a9-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 15:41:10","","2015-03-18 15:41:28","18","0","ORIGINATOR_CANCEL","258290e0-cd42-11e4-b7d4-71d9050d1049","","1002","",""
"1002","1002","1001","default","2015-03-18 15:41:53","","2015-03-18 15:42:08","15","0","ORIGINATOR_CANCEL","3eb4cfba-cd42-11e4-b7fb-71d9050d1049","","1002","",""
"1002","1002","1001","default","2015-03-18 15:49:07","2015-03-18 15:49:47","2015-03-18 15:50:03","56","16","NORMAL_CLEARING","4177f7a8-cd43-11e4-b825-71d9050d1049","59c22f5e-cd43-11e4-b853-71d9050d1049","1002","PCMU","PCMU"
"1002","1002","9664","default","2015-03-18 15:50:19","2015-03-18 15:50:29","2015-03-18 15:50:40","21","11","NORMAL_CLEARING","6c6e13de-cd43-11e4-b85d-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","3000","default","2015-03-18 15:51:06","2015-03-18 15:51:16","2015-03-18 15:51:54","48","38","NORMAL_CLEARING","88819c26-cd43-11e4-b871-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","4000","default","2015-03-18 15:52:37","2015-03-18 15:52:48","2015-03-18 15:53:01","24","13","NORMAL_CLEARING","bf084614-cd43-11e4-b893-71d9050d1049","","1002","PCMU","PCMU"
"Outbound Call","1002","1002","default","2015-03-18 16:03:11","2015-03-18 16:03:16","2015-03-18 16:03:32","21","16","NORMAL_CLEARING","38a90a02-cd45-11e4-b8a6-71d9050d1049","","1002","PCMU","PCMU"
"Outbound Call","1002","1002","default","2015-03-18 16:10:34","2015-03-18 16:10:37","2015-03-18 16:12:53","139","136","NORMAL_CLEARING","40f60736-cd46-11e4-b8af-71d9050d1049","","1002","PCMU","PCMU"
"Outbound Call","1002","1002","default","2015-03-18 16:15:38","2015-03-18 16:15:41","2015-03-18 16:15:41","3","0","NORMAL_CLEARING","f62ef6c6-cd46-11e4-b8b5-71d9050d1049","","1002","PCMU","PCMU"
"Outbound Call","1002","1002","default","2015-03-18 16:17:01","2015-03-18 16:17:04","2015-03-18 16:17:13","12","9","NORMAL_CLEARING","27594544-cd47-11e4-b8bb-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-18 16:21:23","","2015-03-18 16:21:46","23","0","ORIGINATOR_CANCEL","c39fa754-cd47-11e4-b8ca-71d9050d1049","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-19 16:15:17","","2015-03-19 16:15:34","17","0","ORIGINATOR_CANCEL","13c0757e-ce10-11e4-b08a-93df68acca51","","1002","PCMU","PCMU"
"Outbound Call","1002","playback(/home/archer/Documents/freeswitch/sounds/Try-Pink.wav)","default","2015-03-19 16:16:37","2015-03-19 16:16:39","2015-03-19 16:16:53","16","14","NORMAL_CLEARING","43430938-ce10-11e4-b0b5-93df68acca51","4c3f9114-ce10-11e4-b0d8-93df68acca51","1002","PCMU","PCMU"
"Outbound Call","1002","1002","default","2015-03-19 16:18:02","2015-03-19 16:18:05","2015-03-19 16:18:31","29","26","NORMAL_CLEARING","7658e0ae-ce10-11e4-b0e4-93df68acca51","","1002","PCMU","PCMU"
"Outbound Call","1002","1002","default","2015-03-19 16:18:59","2015-03-19 16:19:01","2015-03-19 16:19:01","2","0","NORMAL_CLEARING","98150588-ce10-11e4-b0ea-93df68acca51","","1002","PCMU","PCMU"
"Outbound Call","1002","1002","default","2015-03-19 16:19:12","2015-03-19 16:19:14","2015-03-19 16:19:14","2","0","NORMAL_CLEARING","9ff3bc04-ce10-11e4-b0f0-93df68acca51","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-19 16:20:21","","2015-03-19 16:20:43","22","0","ORIGINATOR_CANCEL","c8a2e580-ce10-11e4-b0f3-93df68acca51","","1002","PCMU","PCMU"
"Outbound Call","1002","1002","default","2015-03-19 16:23:33","2015-03-19 16:23:35","2015-03-19 16:23:56","23","21","NORMAL_CLEARING","3b8c01b2-ce11-11e4-b11e-93df68acca51","","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-19 16:24:34","2015-03-19 16:25:14","2015-03-19 16:25:20","46","6","NORMAL_CLEARING","5f8b42ee-ce11-11e4-b122-93df68acca51","77f2ddce-ce11-11e4-b150-93df68acca51","1002","PCMU","PCMU"
"1002","1002","1001","default","2015-03-19 16:26:26","","2015-03-19 16:26:47","21","0","ORIGINATOR_CANCEL","a2c9a690-ce11-11e4-b15f-93df68acca51","","1002","PCMU","PCMU"
